,year,rank,name,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,artist_genres,artist_popularity,artist_followers,playlist
72,2013,23,Clarity,Zedd,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",71,5993765,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
73,2013,24,Sail,AWOLNATION,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,259093,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",59,2140210,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
74,2013,25,Don't You Worry Child,Swedish House Mafia,spotify:track:043bfUkTydw0xJ5JjOT91w,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,403493,"['edm', 'pop dance', 'progressive electro house']",73,3790166,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
75,2013,26,Diamonds,Rihanna,spotify:track:6O20JhBJPePEkBdrB5sqRx,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,"['barbadian pop', 'pop', 'urban contemporary']",87,58623404,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
76,2013,27,I Love It (feat. Charli XCX),Icona Pop,spotify:track:2U8NXPTXZWG2O0ye2sYRiH,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",63,711867,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
77,2013,28,Safe And Sound,Capital Cities,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,"['metropopolis', 'modern rock']",63,877857,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
78,2013,29,Treasure,Bruno Mars,spotify:track:55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,"['dance pop', 'pop']",86,52305779,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
79,2013,30,The Way,Ariana Grande,spotify:track:0S4RKPbRDA72tvKwVdXQqe,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,227027,['pop'],86,95007497,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
80,2013,31,Started From the Bottom,Drake,spotify:track:3dgQqOiQ9fCKVhNOedd2lf,0.794,0.523,8,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307,174120,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",95,82201449,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
81,2013,32,Come & Get It,Selena Gomez,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,"['pop', 'post-teen pop']",81,46621750,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
82,2013,33,"Hold On, We're Going Home",Drake,spotify:track:6jdOi5U5LBzQrc4c1VT983,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,227880,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",95,82201449,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
83,2013,34,Daylight,Maroon 5,spotify:track:1NNAI51EuoRWw1ydX1zV7S,0.656,0.674,7,-5.473,1,0.0269,0.00242,0.0,0.255,0.369,120.001,225067,['pop'],82,41729321,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
84,2013,35,Feel This Moment (feat. Christina Aguilera),Pitbull,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,"['dance pop', 'miami hip hop', 'pop']",80,10299733,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
85,2013,36,Applause,Lady Gaga,spotify:track:5ka2ajep9OAvU5Sgduhiex,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,"['art pop', 'dance pop', 'pop']",82,28517734,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
86,2013,37,One More Night,Maroon 5,spotify:track:6cpk00i5TxCqSeqNi2HuIe,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,['pop'],82,41729321,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
87,2013,38,Love Me,Lil Wayne,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",83,14235199,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
88,2013,39,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,spotify:track:2E43WFS4rRc09za2r2GmZl,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,"['emo', 'modern rock', 'pop', 'rock']",77,10386775,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
89,2013,40,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,spotify:track:4X5f3vT8MRuXF68pfjNte5,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,233787,"['east coast hip hop', 'hip hop', 'rap', 'trap']",79,13085916,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
90,2013,41,Beauty And A Beat,Justin Bieber,spotify:track:190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987,"['canadian pop', 'pop']",87,74713042,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
91,2013,42,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,"['pop rap', 'seattle hip hop']",71,2622429,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
92,2013,43,Sweet Nothing (feat. Florence Welch),Calvin Harris,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",82,23447732,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
93,2013,44,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,spotify:track:6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,"['art pop', 'pop']",88,29797024,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
94,2013,45,Home,Phillip Phillips,spotify:track:1EAgPzRbK9YmdOESSMUm6P,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173,"['folk-pop', 'neo mellow', 'pop rock']",59,1111283,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
95,2013,46,It's Time,Imagine Dragons,spotify:track:7MXlTgQeo3IVlMpLnZuhxc,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.144,0.86,105.009,240307,"['modern rock', 'pop', 'rock']",84,51152394,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
96,2013,47,Power Trip (feat. Miguel),J. Cole,spotify:track:2uwnP6tZVVmTovzX5ELooy,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,241160,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",84,21963405,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
97,2013,48,Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,spotify:track:3XyMPyuWwHcGMvXeJY6Qt0,0.591,0.808,9,-5.943,1,0.288,0.0869,0.00396,0.147,0.337,92.864,270720,"['neo soul', 'pop', 'r&b']",75,11227278,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
98,2013,49,Heart Attack,Demi Lovato,spotify:track:1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,"['pop', 'post-teen pop']",76,26354431,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
99,2013,50,Love Somebody,Maroon 5,spotify:track:5H0ajL4EHsrcAEGESo2Lzx,0.675,0.783,1,-6.284,1,0.0365,0.134,0.0,0.122,0.4,120.018,229973,['pop'],82,41729321,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
100,2014,1,Happy,Pharrell Williams,spotify:track:0eMxgAHmuvoqpLyYQrbKvQ,0.792,0.439,8,-18.813,1,0.0602,0.726,0.887,0.0563,0.655,125.578,123310,"['dance pop', 'pop']",76,4311438,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
101,2014,2,Dark Horse,Katy Perry,spotify:track:5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,['pop'],81,30462395,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
102,2014,3,All of Me,John Legend,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",73,6628244,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
103,2014,4,Fancy,Iggy Azalea,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,"['australian hip hop', 'dance pop', 'pop']",65,6511349,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
104,2014,5,Counting Stars,OneRepublic,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840,"['piano rock', 'pop']",80,16488664,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
105,2014,6,Talk Dirty (feat. 2 Chainz),Jason Derulo,spotify:track:6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,"['dance pop', 'pop']",76,11977089,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
106,2014,7,Rude,MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,"['pop', 'reggae fusion']",63,1323633,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
107,2014,8,All About That Bass,Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,"['hip pop', 'pop']",75,14238862,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
108,2014,9,Problem,Ariana Grande,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,['pop'],86,95007497,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
109,2014,10,Stay With Me,Sam Smith,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,"['pop', 'uk pop']",82,23373333,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
110,2014,11,Timber (feat. Ke$ha),Pitbull,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,"['dance pop', 'miami hip hop', 'pop']",80,10299733,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
111,2014,12,Pompeii,Bastille,spotify:track:3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,"['metropopolis', 'modern rock', 'pop']",72,5493403,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
112,2014,13,Shake It Off,Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,219200,['pop'],100,93162122,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
113,2014,14,Am I Wrong,Nico & Vinz,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,['afrobeats'],59,521147,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
114,2014,15,Turn Down for What,DJ Snake,spotify:track:67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",76,8756119,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
115,2014,16,The Monster,Eminem,spotify:track:48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,"['detroit hip hop', 'hip hop', 'rap']",87,78644592,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
116,2014,17,Say Something,A Great Big World,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,"['neo mellow', 'piano rock', 'pop rock', 'viral pop']",58,566820,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
117,2014,18,Team,Lorde,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,"['art pop', 'metropopolis', 'nz pop', 'pop']",74,10000283,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
118,2014,19,Let Her Go,Passenger,spotify:track:1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,"['folk-pop', 'neo mellow']",69,3264994,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
119,2014,20,Royals,Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,"['art pop', 'metropopolis', 'nz pop', 'pop']",74,10000283,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
120,2014,21,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,spotify:track:0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,223840,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",67,442927,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
121,2014,22,Wake Me Up,Avicii,spotify:track:0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,"['dance pop', 'edm', 'pop', 'pop dance']",78,23211510,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
122,2014,23,Demons,Imagine Dragons,spotify:track:3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,"['modern rock', 'pop', 'rock']",84,51152394,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
123,2014,24,Story of My Life,One Direction,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,"['boy band', 'pop', 'post-teen pop', 'talent show']",81,33919170,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
124,2014,25,Chandelier,Sia,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,"['australian dance', 'australian pop', 'pop']",82,27262941,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
125,2014,26,Black Widow,Iggy Azalea,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,"['australian hip hop', 'dance pop', 'pop']",65,6511349,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
126,2014,27,Bang Bang,Jessie J,spotify:track:0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,199387,"['dance pop', 'pop']",68,11695127,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
127,2014,28,Latch,Disclosure,spotify:track:1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,"['edm', 'house', 'indietronica', 'uk dance']",69,2148521,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
128,2014,29,Maps,Maroon 5,spotify:track:4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,['pop'],82,41729321,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
129,2014,30,Loyal (feat. Lil Wayne & Tyga),Chris Brown,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,264947,"['pop rap', 'r&b', 'rap']",85,20851453,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
130,2014,31,Best Day Of My Life,American Authors,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,"['modern rock', 'pop rock']",63,1563922,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
131,2014,32,Habits (Stay High),Tove Lo,spotify:track:14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",71,3529516,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
132,2014,33,Summer,Calvin Harris,spotify:track:6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",82,23447732,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
133,2014,34,Boom Clap,Charli XCX,spotify:track:0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",73,3019114,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
134,2014,35,Drunk in Love (feat. Jay-Z),Beyoncé,spotify:track:6jG2YzhxptolDzLHTGLt7S,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,"['pop', 'r&b']",82,36394312,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
135,2014,36,Anaconda,Nicki Minaj,spotify:track:794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,"['hip pop', 'pop', 'queens hip hop', 'rap']",84,30126326,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
136,2014,37,Break Free,Ariana Grande,spotify:track:12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,['pop'],86,95007497,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
137,2014,38,Bailando - Spanish Version,Enrique Iglesias,spotify:track:32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,"['dance pop', 'latin pop', 'mexican pop']",75,11276685,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
138,2014,39,Burn,Ellie Goulding,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,231212,"['indietronica', 'metropopolis', 'pop', 'uk pop']",77,12380596,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
139,2014,40,Wiggle (feat. Snoop Dogg),Jason Derulo,spotify:track:2sLwPnIP3CUVmIuHranJZU,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193296,"['dance pop', 'pop']",76,11977089,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
140,2014,41,Rather Be (feat. Jess Glynne),Clean Bandit,spotify:track:3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,"['pop', 'uk dance', 'uk funky']",71,5342848,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
141,2014,42,Don't Tell 'Em,Jeremih,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,266840,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']",71,6582221,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
142,2014,43,Show Me (feat. Chris Brown),Kid Ink,spotify:track:4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0502,0.0355,0.0,0.141,0.663,98.098,217800,"['pop rap', 'rap', 'southern hip hop', 'trap']",63,3022987,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
143,2014,44,Wrecking Ball,Miley Cyrus,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,['pop'],82,22682874,https://open.spotify.com/playlist/4p0LLXmQk4WOhpjGQ16eW7?si=eb652a4d4349461e&pt=e862d0af6633d6386b7ca0212d8efdb4
