"year","rank","name","artist","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","artist_popularity","artist_followers","duration_seconds","playlist","group"
"2015","20","679 (feat. Remy Boyz)","Fetty Wap",0.618,0.717,7,-5.738,0.318,0.00256,0,0.625,0.603,190.05,67,4550049,196.693,"popular","popular"
"2015","21","Lips Are Movin","Meghan Trainor",0.776,0.819,7,-5.424,0.046,0.0467,2.37e-06,0.112,0.947,139.054,74,14109201,181.413,"popular","popular"
"2015","22","Worth It (feat. Kid Ink)","Fifth Harmony",0.884,0.765,8,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,66,16182732,224.573,"popular","popular"
"2015","23","Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion",0.733,0.676,10,-5.655,0.0432,0.0697,0,0.208,0.701,97.448,60,2825218,226.581,"popular","popular"
"2015","24","Honey, I'm Good.","Andy Grammer",0.752,0.775,9,-7.289,0.0546,0.0324,0,0.351,0.595,122.014,66,1179327,199.263,"popular","popular"
"2015","25","I'm Not The Only One","Sam Smith",0.677,0.485,5,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,82,23250437,239.317,"popular","popular"
"2015","26","Good For You","Selena Gomez",0.607,0.673,5,-6.484,0.0611,0.181,0,0.069,0.215,88.952,81,46125733,221.28,"popular","popular"
"2015","27","All About That Bass","Meghan Trainor",0.807,0.887,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,74,14109201,187.92,"popular","popular"
"2015","28","Style","Taylor Swift",0.588,0.791,7,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,100,90904304,231,"popular","popular"
"2015","29","Hotline Bling","Drake",0.891,0.628,2,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,96,81262154,267.067,"popular","popular"
"2015","30","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta",0.596,0.73,9,-4.091,0.151,0.24,0,0.325,0.525,85.979,85,26371352,192.56,"popular","popular"
"2015","31","GDFR (feat. Sage the Gemini & Lookas)","Flo Rida",0.657,0.827,5,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,76,8824472,190.186,"popular","popular"
"2015","32","What Do You Mean?","Justin Bieber",0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,86,74369011,205.68,"popular","popular"
"2015","33","Photograph","Ed Sheeran",0.718,0.379,4,-10.48,0.0359,0.607,0.000472,0.0986,0.22,108.033,86,115030062,258.987,"popular","popular"
"2015","34","Hello","Adele",0.578,0.43,5,-6.134,0.0305,0.33,0,0.0854,0.288,78.991,83,52181322,295.502,"popular","popular"
"2015","35","Stitches","Shawn Mendes",0.746,0.754,1,-6.684,0.0676,0.0152,0,0.0486,0.746,149.882,80,42587833,206.88,"popular","popular"
"2015","36","Talking Body","Tove Lo",0.736,0.761,4,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,71,3517325,238.427,"popular","popular"
"2015","37","Jealous","Nick Jonas",0.7,0.701,11,-3.834,0.161,0.013,0,0.461,0.38,93.012,62,9491360,223.107,"popular","popular"
"2015","38","Time of Our Lives","Pitbull",0.721,0.802,1,-5.797,0.0583,0.0921,0,0.694,0.724,124.022,80,10230243,229.36,"popular","popular"
"2015","39","Locked Away (feat. Adam Levine)","R. City",0.509,0.671,1,-5.709,0.0678,0.304,0,0.0452,0.55,118.413,59,146740,227.48,"popular","popular"
"2015","40","Somebody","Natalie La Rose",0.83,0.52,0,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,47,109280,189.907,"popular","popular"
"2015","41","FourFiveSeconds","Rihanna",0.582,0.272,2,-5.662,0.0501,0.875,0,0.13,0.354,205.846,87,58187959,188.238,"popular","popular"
"2015","42","Centuries","Fall Out Boy",0.393,0.858,4,-2.868,0.0729,0.00359,0,0.102,0.56,176.042,77,10319590,228.36,"popular","popular"
"2015","43","My Way (feat. Monty)","Fetty Wap",0.748,0.741,6,-3.103,0.0531,0.00419,0,0.147,0.537,128.077,67,4550049,213.053,"popular","popular"
"2015","44","Take Your Time","Sam Hunt",0.558,0.719,11,-5.603,0.0419,0.101,0,0.212,0.483,158.031,67,2310358,243.707,"popular","popular"
"2015","45","Animals","Maroon 5",0.279,0.742,4,-6.46,0.0898,0.000185,0,0.593,0.328,189.868,82,41512732,231.013,"popular","popular"
"2015","46","I Don't Fuck With You","Big Sean",0.824,0.733,1,-5.474,0.0613,0.0362,0,0.325,0.395,97.972,74,11132082,284.387,"popular","popular"
"2015","47","Bitch Better Have My Money","Rihanna",0.781,0.728,1,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,87,58187959,219.306,"popular","popular"
"2015","48","Flex (Ooh, Ooh, Ooh)","Rich Homie Quan",0.726,0.607,2,-7.68,0.0498,0.0389,0,0.19,0.891,81.997,61,2812963,176.744,"popular","popular"
"2015","49","Nasty Freestyle","T-Wayne",0.779,0.472,11,-7.116,0.218,0.0577,0,0.114,0.412,135.051,42,159267,142.212,"popular","popular"
"2015","50","Only","Nicki Minaj",0.573,0.495,8,-7.245,0.592,0.405,0,0.0969,0.255,179.196,84,29852166,312.027,"popular","popular"
"2016","1","Love Yourself","Justin Bieber",0.609,0.378,4,-9.828,0.438,0.835,0,0.28,0.515,100.418,86,74369011,233.72,"popular","popular"
"2016","2","One Dance","Drake",0.792,0.625,1,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,96,81262154,173.987,"popular","popular"
"2016","3","Work","Rihanna",0.725,0.534,11,-6.238,0.0946,0.0752,0,0.0919,0.558,91.974,87,58187959,219.32,"popular","popular"
"2016","4","Stressed Out","Twenty One Pilots",0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,77,24046352,202.333,"popular","popular"
"2016","5","Panda","Desiigner",0.685,0.731,10,-5.503,0.414,0.0292,0,0.369,0.266,145.245,59,3529155,247.867,"popular","popular"
"2016","6","Hello","Adele",0.578,0.43,5,-6.134,0.0305,0.33,0,0.0854,0.288,78.991,83,52181322,295.502,"popular","popular"
"2016","7","Don't Let Me Down","The Chainsmokers",0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,78,20381530,208.373,"popular","popular"
"2016","8","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",0.669,0.832,0,-5.721,0.0682,0.0106,0,0.0968,0.7,113.035,78,13381846,237.547,"popular","popular"
"2016","9","Cheap Thrills","Sia",0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,81,27097613,211.667,"popular","popular"
"2016","10","Closer","The Chainsmokers",0.748,0.524,8,-5.599,0.0338,0.414,0,0.111,0.661,95.01,78,20381530,244.96,"popular","popular"
"2016","11","7 Years","Lukas Graham",0.765,0.473,10,-5.829,0.0514,0.287,0,0.391,0.34,119.992,68,2141157,237.3,"popular","popular"
"2016","12","Needed Me","Rihanna",0.671,0.314,5,-8.091,0.244,0.11,0,0.0825,0.296,110.898,87,58187959,191.6,"popular","popular"
"2016","13","My House","Flo Rida",0.688,0.702,7,-4.792,0.0499,0.0215,0,0.128,0.74,94.006,76,8824472,192.191,"popular","popular"
"2016","14","I Took A Pill In Ibiza","Mike Posner",0.637,0.318,10,-10.07,0.0716,0.622,1.58e-06,0.125,0.383,74.11,66,1370512,280.8,"popular","popular"
"2016","15","Work from Home (feat. Ty Dolla $ign)","Fifth Harmony",0.803,0.585,8,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,66,16182732,214.48,"popular","popular"
"2016","16","This Is What You Came For","Calvin Harris",0.631,0.927,9,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,82,23403917,222.16,"popular","popular"
"2016","17","Cake By The Ocean","DNCE",0.774,0.753,4,-5.446,0.0517,0.152,0,0.0371,0.896,119.002,65,4591658,219.147,"popular","popular"
"2016","18","Me, Myself & I","G-Eazy",0.756,0.674,0,-6.518,0.0959,0.0184,0,0.158,0.389,111.995,73,5198307,251.467,"popular","popular"
"2016","19","Ride","Twenty One Pilots",0.645,0.713,6,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,77,24046352,214.507,"popular","popular"
"2016","20","PILLOWTALK","ZAYN",0.584,0.7,11,-4.275,0.0456,0.117,0,0.0939,0.438,124.944,73,22766497,202.747,"popular","popular"
"2016","21","Stitches","Shawn Mendes",0.752,0.754,1,-6.684,0.0615,0.0151,0,0.0486,0.755,149.789,80,42587833,206.88,"popular","popular"
"2016","22","Hotline Bling","Drake",0.891,0.628,2,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,96,81262154,267.067,"popular","popular"
"2016","23","Cold Water","Major Lazer",0.608,0.798,6,-5.092,0.0432,0.0736,0,0.156,0.501,92.943,72,6318526,185.36,"popular","popular"
"2016","24","Send My Love (To Your New Lover)","Adele",0.688,0.533,6,-8.363,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,83,52181322,223.079,"popular","popular"
"2016","25","Roses","The Chainsmokers",0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,78,20381530,226.739,"popular","popular"
"2016","26","Treat You Better","Shawn Mendes",0.444,0.819,10,-4.078,0.341,0.106,0,0.107,0.747,82.695,80,42587833,187.973,"popular","popular"
"2016","27","Too Good","Drake",0.794,0.653,7,-7.839,0.104,0.0489,4.88e-05,0.1,0.397,117.996,96,81262154,263.373,"popular","popular"
"2016","28","Low Life (feat. The Weeknd)","Future",0.722,0.331,8,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961,87,15141013,313.547,"popular","popular"
"2016","29","What Do You Mean?","Justin Bieber",0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,86,74369011,205.68,"popular","popular"
"2016","30","The Hills","The Weeknd",0.585,0.564,0,-7.063,0.0515,0.0671,0,0.135,0.137,113.003,93,73758985,242.253,"popular","popular"
"2016","31","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk",0.632,0.702,7,-5.92,0.148,0.0114,0,0.108,0.523,162.958,78,15995610,215.414,"popular","popular"
"2016","32","Broccoli","DRAM",0.886,0.525,8,-7.39,0.132,0.236,0,0.057,0.708,145.99,56,842919,225.205,"popular","popular"
"2016","33","Don't","Bryson Tiller",0.765,0.356,11,-5.556,0.195,0.223,0,0.0963,0.189,96.991,77,7595836,198.293,"popular","popular"
"2016","34","Dangerous Woman","Ariana Grande",0.664,0.602,4,-5.369,0.0412,0.0529,0,0.356,0.289,134.049,86,94429673,235.947,"popular","popular"
"2016","35","Jumpman","Drake",0.852,0.553,1,-7.286,0.187,0.0559,0,0.332,0.656,142.079,96,81262154,205.879,"popular","popular"
"2016","36","i hate u, i love u (feat. olivia o'brien)","gnash",0.492,0.275,6,-13.4,0.3,0.687,0,0.101,0.18,92.6,59,1591451,251.034,"popular","popular"
"2016","37","Here","Alessia Cara",0.376,0.821,0,-3.974,0.104,0.0785,0,0.0823,0.331,120.462,71,11877534,199.453,"popular","popular"
"2016","38","Same Old Love","Selena Gomez",0.672,0.593,11,-4.01,0.0304,0.0223,0,0.214,0.438,98.02,81,46125733,229.08,"popular","popular"
"2016","39","Controlla","Drake",0.59,0.468,10,-11.083,0.185,0.0789,0,0.101,0.349,92.287,96,81262154,245.227,"popular","popular"
"2016","40","Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",0.63,0.53,0,-7.259,0.0434,0.4,0,0.177,0.417,108.038,74,14109201,225.053,"popular","popular"
"2016","41","One Call Away","Charlie Puth",0.667,0.613,1,-5.353,0.0344,0.403,0,0.115,0.47,91.024,79,21600658,194.453,"popular","popular"
"2016","42","Let It Go","James Bay",0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,68,3970613,260.533,"popular","popular"
"2016","43","NO","Meghan Trainor",0.557,0.803,1,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,74,14109201,213.507,"popular","popular"
"2016","44","Never Forget You","Zara Larsson",0.583,0.732,11,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,74,10388029,213.428,"popular","popular"
"2016","45","Let Me Love You","DJ Snake",0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,74,8706500,205.947,"popular","popular"
"2016","46","Don't Mind","Kent Jones",0.464,0.771,8,-4.503,0.336,0.0235,0,0.063,0.69,158.777,46,111247,198.237,"popular","popular"
"2016","47","H.O.L.Y.","Florida Georgia Line",0.523,0.666,7,-4.081,0.0327,0.401,0,0.0728,0.564,78.077,71,5411307,194.187,"popular","popular"
"2016","48","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",0.728,0.563,1,-8.053,0.134,0.621,0,0.179,0.352,100.017,79,21600658,217.707,"popular","popular"
"2016","49","Into You","Ariana Grande",0.623,0.734,9,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853,86,94429673,244.453,"popular","popular"
"2016","50","Gold","Kiiara",0.6,0.412,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,56,925679,225.882,"popular","popular"
"2017","1","Shape of You","Ed Sheeran",0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,86,115030062,233.713,"popular","popular"
"2017","2","Despacito - Remix","Luis Fonsi",0.653,0.816,2,-4.353,0.167,0.228,0,0.0967,0.816,178.085,71,11118242,228.827,"popular","popular"
"2017","3","That's What I Like","Bruno Mars",0.853,0.56,1,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,86,51806934,206.693,"popular","popular"
"2017","4","HUMBLE.","Kendrick Lamar",0.908,0.621,1,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,86,25761633,177,"popular","popular"
"2017","5","Something Just Like This","The Chainsmokers",0.617,0.635,11,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,78,20381530,247.16,"popular","popular"
"2017","6","Bad and Boujee (feat. Lil Uzi Vert)","Migos",0.926,0.666,11,-5.314,0.244,0.0611,0,0.123,0.168,127.079,74,13539477,343.15,"popular","popular"
"2017","7","Closer","The Chainsmokers",0.748,0.524,8,-5.599,0.0338,0.414,0,0.111,0.661,95.01,78,20381530,244.96,"popular","popular"
"2017","8","Body Like A Back Road","Sam Hunt",0.732,0.458,5,-7.225,0.0311,0.447,0,0.136,0.661,98.938,67,2310358,165.387,"popular","popular"
"2017","9","Believer","Imagine Dragons",0.776,0.78,10,-4.374,0.128,0.0622,0,0.081,0.666,124.949,84,50789190,204.347,"popular","popular"
"2017","10","Congratulations","Post Malone",0.63,0.804,6,-4.183,0.0363,0.215,0,0.253,0.492,123.146,86,42495011,220.293,"popular","popular"
"2017","11","Say You Won't Let Go","James Arthur",0.358,0.557,10,-7.398,0.059,0.695,0,0.0902,0.494,85.043,80,14113333,211.467,"popular","popular"
"2017","12","I'm the One","DJ Khaled",0.609,0.668,7,-4.284,0.0367,0.0552,0,0.167,0.811,80.924,74,10594599,288.6,"popular","popular"
"2017","13","X0 Tour Llif3 Spanish R3mix","Kidd Torres",0.672,0.515,2,-7.394,0.0526,0.011,0,0.0662,0.465,153.844,0,5,187.792,"popular","popular"
"2017","14","Mask Off","Future",0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,87,15141013,204.6,"popular","popular"
"2017","15","Unforgettable","French Montana",0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,72,5214566,233.902,"popular","popular"
"2017","16","24K Magic","Bruno Mars",0.818,0.803,1,-4.282,0.0797,0.034,0,0.153,0.632,106.97,86,51806934,225.983,"popular","popular"
"2017","17","Stay","Zedd",0.69,0.622,5,-5.025,0.0622,0.253,0,0.116,0.544,102.04,71,5973784,210.091,"popular","popular"
"2017","18","Wild Thoughts (feat. Rihanna)","DJ Khaled",0.671,0.672,0,-3.094,0.0688,0.0329,0,0.118,0.632,97.979,74,10594599,204.173,"popular","popular"
"2017","19","Black Beatles","Rae Sremmurd",0.794,0.632,0,-6.163,0.0649,0.142,0,0.128,0.355,145.926,69,7347679,291.893,"popular","popular"
"2017","20","Starboy","The Weeknd",0.679,0.587,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,93,73758985,230.453,"popular","popular"
"2017","21","Location","Khalid",0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,81,16162261,219.08,"popular","popular"
"2017","22","Attention","Charlie Puth",0.775,0.613,3,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066,79,21600658,208.787,"popular","popular"
"2017","23","There's Nothing Holdin' Me Back","Shawn Mendes",0.866,0.813,11,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,80,42587833,199.44,"popular","popular"
"2017","24","Bodak Yellow","Cardi B",0.926,0.703,11,-6.337,0.103,0.0659,0,0.231,0.485,125.022,77,22460784,223.713,"popular","popular"
"2017","25","Redbone","Childish Gambino",0.745,0.353,1,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111,76,11633016,326.933,"popular","popular"
"2017","26","I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN",0.734,0.442,0,-8.432,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,73,22766497,245.653,"popular","popular"
"2017","27","It Ain't Me (with Selena Gomez)","Kygo",0.64,0.533,0,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,75,8414682,220.781,"popular","popular"
"2017","28","iSpy (feat. Lil Yachty)","KYLE",0.746,0.653,7,-6.745,0.289,0.378,0,0.229,0.672,75.016,60,1044796,253.107,"popular","popular"
"2017","29","Issues","Julia Michaels",0.728,0.415,8,-6.852,0.0639,0.401,0,0.0616,0.455,114.145,71,5089855,176.32,"popular","popular"
"2017","30","Scars To Your Beautiful","Alessia Cara",0.573,0.739,0,-5.74,0.129,0.0285,0,0.111,0.451,97.085,71,11877534,230.24,"popular","popular"
"2017","31","1-800-273-8255","Logic",0.62,0.574,5,-7.788,0.0479,0.569,0,0.19,0.357,100.023,72,5951337,250.173,"popular","popular"
"2017","32","Slow Hands","Niall Horan",0.735,0.425,0,-6.648,0.0464,0.011,0,0.055,0.848,85.896,73,9826354,188.174,"popular","popular"
"2017","33","Love On The Brain","Rihanna",0.509,0.637,4,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,87,58187959,224,"popular","popular"
"2017","34","I Feel It Coming","The Weeknd",0.773,0.819,0,-5.946,0.118,0.428,0,0.0679,0.585,92.987,93,73758985,269.187,"popular","popular"
"2017","35","Bounce Back","Big Sean",0.78,0.575,1,-5.628,0.139,0.106,0,0.129,0.273,81.502,74,11132082,222.36,"popular","popular"
"2017","36","Strip That Down","Liam Payne",0.874,0.497,6,-5.484,0.0562,0.22,0,0.0761,0.542,106.023,60,10284480,204.502,"popular","popular"
"2017","37","Fake Love","Drake",0.928,0.481,9,-9.35,0.287,0.105,0,0.176,0.613,134.007,96,81262154,210.937,"popular","popular"
"2017","38","Don't Wanna Know (feat. Kendrick Lamar)","Maroon 5",0.783,0.61,7,-6.124,0.0696,0.343,0,0.0983,0.418,100.047,82,41512732,214.265,"popular","popular"
"2017","39","Look What You Made Me Do","Taylor Swift",0.766,0.709,9,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,100,90904304,211.853,"popular","popular"
"2017","40","Castle on the Hill","Ed Sheeran",0.461,0.834,2,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,86,115030062,261.154,"popular","popular"
"2017","41","Bad Things (with Camila Cabello)","Machine Gun Kelly",0.697,0.691,2,-4.757,0.146,0.214,0,0.185,0.305,137.853,74,5146663,239.293,"popular","popular"
"2017","42","Paris","The Chainsmokers",0.646,0.644,2,-6.763,0.031,0.0243,0,0.0888,0.251,99.999,78,20381530,221.52,"popular","popular"
"2017","43","Side To Side","Ariana Grande",0.65,0.736,6,-5.84,0.229,0.0513,0,0.235,0.612,159.174,86,94429673,226.16,"popular","popular"
"2017","44","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",0.72,0.763,9,-4.068,0.0523,0.406,0,0.18,0.742,101.965,71,5305036,251.088,"popular","popular"
"2017","45","Feel It Still","Portugal. The Man",0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,66,1411781,163.253,"popular","popular"
"2017","46","Let Me Love You","DJ Snake",0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,74,8706500,205.947,"popular","popular"
"2017","47","Sorry Not Sorry","Demi Lovato",0.706,0.643,11,-6.929,0.234,0.0242,0,0.262,0.885,143.931,76,26215399,203.76,"popular","popular"
"2017","48","Bank Account","21 Savage",0.884,0.347,8,-8.227,0.35,0.015,7e-06,0.0871,0.376,75.016,88,15327484,220.307,"popular","popular"
"2017","49","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",0.666,0.83,0,-5.715,0.0751,0.0123,0,0.191,0.702,113.03,78,13381846,236.002,"popular","popular"
"2017","50","Mi Gente","J Balvin",0.774,0.687,11,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,83,37758797,189.44,"popular","popular"
"2018","1","God's Plan","Drake",0.754,0.449,7,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,96,81262154,198.973,"popular","popular"
"2018","2","Perfect","Ed Sheeran",0.599,0.448,8,-6.312,0.0232,0.163,0,0.106,0.168,95.05,86,115030062,263.4,"popular","popular"
"2018","3","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",0.643,0.783,10,-6.458,0.0856,0.047,0,0.083,0.579,154.084,78,8601792,163.87,"popular","popular"
"2018","4","Havana (feat. Young Thug)","Camila Cabello",0.765,0.523,2,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,77,31855085,217.307,"popular","popular"
"2018","5","rockstar (feat. 21 Savage)","Post Malone",0.585,0.52,5,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,86,42495011,218.147,"popular","popular"
"2018","6","Psycho (feat. Ty Dolla $ign)","Post Malone",0.75,0.56,8,-8.094,0.105,0.546,0,0.111,0.459,140.06,86,42495011,221.44,"popular","popular"
"2018","7","I Like It","Cardi B",0.814,0.721,5,-4.026,0.136,0.0981,0,0.378,0.643,136.05,77,22460784,253.39,"popular","popular"
"2018","8","The Middle","Zedd",0.753,0.657,7,-3.061,0.0449,0.171,0,0.112,0.437,107.01,71,5973784,184.732,"popular","popular"
"2018","9","In My Feelings","Drake",0.835,0.626,1,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03,96,81262154,217.925,"popular","popular"
"2018","10","Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",0.851,0.541,0,-6.825,0.0505,0.568,0,0.13,0.448,124.959,82,41512732,235.545,"popular","popular"
"2018","11","Nice For What","Drake",0.585,0.909,8,-6.474,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,96,81262154,210.747,"popular","popular"
"2018","12","Lucid Dreams","Juice WRLD",0.511,0.566,6,-7.23,0.2,0.349,0,0.34,0.218,83.903,84,31157274,239.836,"popular","popular"
"2018","13","Better Now","Post Malone",0.68,0.578,10,-5.804,0.04,0.331,0,0.135,0.341,145.038,86,42495011,231.267,"popular","popular"
"2018","14","Finesse - Remix; feat. Cardi B","Bruno Mars",0.704,0.859,5,-4.877,0.0996,0.0185,0,0.0215,0.926,105.115,86,51806934,217.289,"popular","popular"
"2018","15","Boo'd Up","Ella Mai",0.561,0.779,10,-5.107,0.0531,0.0862,0,0.078,0.235,81.965,67,5246626,256.064,"popular","popular"
"2018","16","New Rules","Dua Lipa",0.762,0.7,9,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,84,41913087,209.32,"popular","popular"
"2018","17","SAD!","XXXTENTACION",0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,83,43368717,166.606,"popular","popular"
"2018","18","Never Be the Same","Camila Cabello",0.637,0.713,0,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,77,31855085,226.973,"popular","popular"
"2018","19","Love Lies","Khalid",0.702,0.573,6,-7.748,0.049,0.108,0,0.114,0.394,143.916,81,16162261,201.253,"popular","popular"
"2018","20","no tears left to cry","Ariana Grande",0.699,0.713,9,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,86,94429673,205.92,"popular","popular"
"2018","21","Mine","Bazzi",0.71,0.789,4,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,68,5529999,131.064,"popular","popular"
"2018","22","Thunder","Imagine Dragons",0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,84,50789190,187.147,"popular","popular"
"2018","23","Look Alive (feat. Drake)","BlocBoy JB",0.922,0.581,10,-7.495,0.269,0.00104,5.91e-05,0.105,0.595,140.022,56,1383025,181.263,"popular","popular"
"2018","24","Delicate","Taylor Swift",0.75,0.404,9,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045,100,90904304,232.253,"popular","popular"
"2018","25","Yes Indeed","Lil Baby",0.963,0.346,5,-9.309,0.53,0.0355,0,0.108,0.562,119.957,84,15700777,142.273,"popular","popular"
"2018","26","FRIENDS","Marshmello",0.626,0.88,9,-2.384,0.0504,0.205,0,0.128,0.534,95.079,80,35024514,202.621,"popular","popular"
"2018","27","Bad At Love","Halsey",0.675,0.751,0,-3.539,0.0296,0.0604,0,0.0893,0.612,118.384,79,21076228,181.279,"popular","popular"
"2018","28","Taste (feat. Offset)","Tyga",0.884,0.559,0,-7.442,0.12,0.0236,0,0.101,0.342,97.994,77,6882854,232.959,"popular","popular"
"2018","29","Let You Down","NF",0.662,0.714,5,-5.68,0.121,0.312,0,0.179,0.464,147.997,78,9142380,212.12,"popular","popular"
"2018","30","No Limit","G-Eazy",0.838,0.771,1,-3.791,0.244,0.0117,0,0.0853,0.405,175.957,73,5198307,245.387,"popular","popular"
"2018","31","FEFE","6ix9ine",0.931,0.387,1,-9.127,0.412,0.088,0,0.136,0.375,125.978,68,6954368,179.405,"popular","popular"
"2018","32","Tequila","Dan + Shay",0.489,0.581,11,-5.731,0.0281,0.0312,0,0.132,0.494,86.016,69,3082656,196.747,"popular","popular"
"2018","33","Feel It Still","Portugal. The Man",0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,66,1411781,163.253,"popular","popular"
"2018","34","MotorSport","Migos",0.904,0.518,2,-5.32,0.183,0.0305,0,0.325,0.188,137.996,74,13539477,303.077,"popular","popular"
"2018","35","I Like Me Better","Lauv",0.753,0.505,9,-7.621,0.255,0.534,2.58e-06,0.104,0.419,91.972,75,6018064,197.437,"popular","popular"
"2018","36","Youngblood","5 Seconds of Summer",0.596,0.854,7,-5.114,0.463,0.0169,0,0.124,0.152,120.274,75,9715108,203.418,"popular","popular"
"2018","37","Whatever It Takes","Imagine Dragons",0.672,0.655,10,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,84,50789190,201.24,"popular","popular"
"2018","38","Ric Flair Drip (with Metro Boomin)","Offset",0.88,0.428,9,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007,79,3160481,172.8,"popular","popular"
"2018","39","I Fall Apart","Post Malone",0.556,0.538,8,-5.408,0.0382,0.0689,0,0.196,0.291,143.95,86,42495011,223.347,"popular","popular"
"2018","40","Pray For Me (with Kendrick Lamar)","The Weeknd",0.735,0.677,2,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584,93,73758985,211.44,"popular","popular"
"2018","41","Back To You","Selena Gomez",0.6,0.683,6,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,81,46125733,210.24,"popular","popular"
